user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Thriller News GH,"Kumasi, Ghana","Providing you with the #Latest news from around the globe, insightful campus updates. Retweets and likes are not endorsements. ||visit https://t.co/E3BKgaVIWf",2019-04-22 04:30:15+00:00,986,7,473,False,2021-11-24 02:26:13+00:00,"Grammys nomination 2022: Rocky Dawuni of Ghana gets nominated for the second time

#GRAMMYs #Grammyspace #GrammyNominations #GrammyNominatedBTS   https://t.co/SfrlP1QCBz","['GRAMMYs', 'Grammyspace']",Twitter Web App,False
𝐵𝑒𝒸𝒸𝒶,"New York, NY",24. She/Her. ♍️. News. Pop Culture. Music/Entertainment Curator and Commentator.,2009-05-12 23:42:02+00:00,22062,4812,347205,False,2021-11-24 02:26:06+00:00,That deleted tweet by a BTS fan that said BTS didn't get nominated for #GRAMMYs because white and light is ok and brown and dark-skinned is not ok was odd. 😭😭,['GRAMMYs'],Twitter Web App,False
Anthony AV,"Las Vegas, NV",Physician | Law Student | All views expressed are my own. | #BidenHarris | #VoteBlueToSaveAmerica,2013-01-03 05:53:09+00:00,712,703,62364,False,2021-11-24 02:25:47+00:00,"Need to put this out in the universe again:

I cannot stand BTS fans. 

They’re toxic little beasts that believe the group is entitled to every award simply by their sheer existence.

#Grammys",,Twitter for iPhone,False
KiT,@airwintofuu💛 | BellyFul PH,"Living young, not wild, but free! MASK UP. VOTE WISELY IN 2022 🇵🇭 ELECTION.",2010-10-30 07:49:03+00:00,328,443,22225,False,2021-11-24 02:25:46+00:00,"The Little Monsters are happy for you, Queen 👸🏼 #Grammys https://t.co/hnCFmdclwd",['Grammys'],Twitter for iPhone,False
"Todd Rubenstein, Esq",,"Supporter of real music, protector of talent and defender of dreams. Create great sounds, not disharmony.",2010-05-30 02:22:53+00:00,1413,277,1553,False,2021-11-24 02:25:45+00:00,"As far as I can tell, nothing changed. A lot of people with too much influence over the results. Tell me if/why I’m wrong. I really want to know… #GRAMMYs",,Twitter for iPhone,False
A💫 | ia for a week,She/Her,"fan account • I am not affiliated with any celebrity • i stan justin bieber the prince of pop since 09. • ariana, Joshua & demi stan.",2021-06-03 23:33:17+00:00,1796,1752,23936,False,2021-11-24 02:25:40+00:00,JUSTIN DREW BIEBER IS THE PRINCE OF POP #GRAMMYs https://t.co/tefD0VLgHT,['GRAMMYs'],Twitter for iPhone,False
G_Blooms,"Milwaukee, WI",Software Developer and Music Producer. Opinions are my own.,2014-10-19 05:32:40+00:00,74,663,1881,False,2021-11-24 02:25:34+00:00,Y’all remember when @porterrobinson followed up r/electronicmusics voted #1 album of the 2010s decade with an LP universally praised by both fans and critics as an equal to superior successor.  Cause the #GRAMMYs don’t..🤡🤡🤡,,Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:28+00:00,75 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:28+00:00,74 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:28+00:00,73 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:28+00:00,72 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:27+00:00,71 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:27+00:00,70 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:27+00:00,69 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:27+00:00,68 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:27+00:00,67 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:26+00:00,66 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:26+00:00,65 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:26+00:00,64 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:26+00:00,63 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:26+00:00,62 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:25+00:00,61 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:25+00:00,60 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:25+00:00,59 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:25+00:00,58 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:24+00:00,57 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:24+00:00,56 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:23+00:00,55 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:23+00:00,54 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:23+00:00,53 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:22+00:00,52 J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
LA FAMILIA MÉXICO 🇲🇽,Toda La República Mexicana,Somos La Familia del Negocio de @JBALVIN en México🇲🇽 Fundado: 15.10.10 Presidente: @brayan9torres IG: jbalvinfcmexico,2010-06-07 20:48:51+00:00,12508,109,6152,False,2021-11-24 02:25:22+00:00,51  J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
Ot_7,,"The moon🌙 looks lonely🌠
Like it's crying☄️ in the bright night sky
Even though I always know the morning will come🌈I want to stay in your sky like a star🌟💜",2021-09-22 09:48:28+00:00,0,41,619,False,2021-11-24 02:25:07+00:00,"Can't believe bts isn't nominated for record of the year or song of the year.... They literally deserved it!!! Lmao, surprised by the racism N hypocrisy?! Hell no. We're used to it. Disappointed?! Yes.
#bts
#Grammys
#scammys https://t.co/6G25OpwSVy",,Twitter for Android,False
Corey (he/him) | BLM,"Bend, OR",🏳️‍🌈 | #SOSCuba 🇨🇺 | FREE 🇵🇸! | BLACK LIVES MATTER! | STOP ASIAN HATE! | TRANS LIVES MATTER! | Taylor Nation noticed me once.,2013-08-19 01:03:50+00:00,3567,5002,282041,False,2021-11-24 02:25:02+00:00,"@oliviarodrigo @RecordingAcad Yay‼️ We’re so proud of you, ✨queen✨. 😌🦋🍬💜💜💜✨ #GRAMMYs https://t.co/mI9pyq8GMU",['GRAMMYs'],Twitter for iPhone,False
Kuba 🏳️‍🌈,"Wrocław, Polska","Cardi B. Ariana Grande. Rihanna. Taylor Swift. Christina Aguilera.
more pop music stan.
he/him. 
ps: ***** ***",2015-11-18 00:12:04+00:00,2141,2554,47558,False,2021-11-24 02:24:36+00:00,"I love this year's #GRAMMYs nominations. like, seriously.

Selena Gomez and ABBA, a huge (positive) surprise! several other categories as hellishly strong that virtually EVERYONE deserved to win. It already pains me that not everyone will win... https://t.co/odypk0CNm7",['GRAMMYs'],Twitter Web App,False
Miss Silver Spoon ✨,"Illinois, USA",An acquired taste. Ugly cryer. Highly opinionated. Always emotional. Ever affirming. Never regular.,2020-08-30 00:47:19+00:00,184,266,9396,False,2021-11-24 02:24:32+00:00,She NEEDS to win for all but Best R&amp;B Album if nothing else. #JazmineSullivan #HeauxTales #GRAMMYs https://t.co/a0mBiIqvPK,"['JazmineSullivan', 'HeauxTales', 'GRAMMYs']",Twitter for iPhone,False
viver com saúde,,🥥🍓🥬🥑🥦🌶🍳🍖🧀⏲🍴  #lowcarblife,2021-09-28 14:11:13+00:00,2,195,599,False,2021-11-24 02:24:28+00:00,#GRAMMYs #AMAs #CardiParty #AmericanMusicAwards #AMAs 2021 #American Music Awards 2021 #American Music Awards 2021 #GRAMMYs,"['GRAMMYs', 'AMAs', 'CardiParty', 'AmericanMusicAwards', 'AMAs', 'American', 'American', 'GRAMMYs']",Twitter for iPhone,False
peevangelion peebuild,,genius christian billionaire with 10+ Million Followers !!!,2020-04-20 05:03:57+00:00,16,229,1609,False,2021-11-24 02:24:26+00:00,Remove the off season and replace it with roadrunner. #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
Jorge (Taylor’s Version),"Toronto, Ontario, Canada","Extranjero ♏️ Nunca es todo, sino la mayoría. 👌🏾 Cuide su ortografía. 🙏🏾 Tú tienes el poder de decidir qué quieres consumir, ya que somos lo que consumimos.",2016-02-29 08:34:50+00:00,79,256,10302,False,2021-11-24 02:24:00+00:00,You DESERVE THIS @oliviarodrigo! ♥️🤘🏾 it’s #Brutal out here! 🤘🏾😜 #GRAMMYs https://t.co/4WmfLEObtm,"['Brutal', 'GRAMMYs']",Twitter for iPhone,False
𝐊𝐄𝐕🧣,he/him • mixed • latino (🇩🇴),"revival, speak now and dangerous woman #1 defender • fan account • sg x1, doja x1",2020-05-02 01:13:19+00:00,3350,1777,7785,False,2021-11-24 02:23:59+00:00,"@leighxdemi @PopBase @selenagomez Female EP with most ITunes #1’s 
#1 on Billboard’s Latin Album Chart
3 Hot Latin Songs Chart Top 10’s
Most Streamed Latin EP this decade 
Latin AMA’s Award 
Latin Gramy &amp; #GRAMMYs Nominated
3 Latin Billboard Music Award nominations 
Biggest 24 debut on Spotify for a female EP",,Twitter Web App,False
Oscar,,,2021-11-01 11:57:18+00:00,1,23,29,False,2021-11-24 02:23:15+00:00,"@MileyCyrus Miley, you are the MUSIC and the VOICE. You know that only MUSIC matters. So I can't wait to feel your performance at the #GRAMMYs  , because you have to be there to give us real music. I want to see the stage burning with authenticity and emotion, and you know how to do it.",,Twitter for iPhone,False
red (taylor's version) ♡,06.12.14 ∞ 11.23.13 ✩ 08.29.14,@sharoncancio said she loves me.{06.17.19} 9:14PM. @arianagrande follows {11.23.13} • @megannicole follows {06.12.14} • @allisimpson follows.{08.29.14} #Swiftie,2011-08-29 20:53:59+00:00,2307,1116,1103,False,2021-11-24 02:23:15+00:00,CONGRATS ON BEING NOMINATED FOR A GRAMMY! I will love you forever and evermore. 💘 #GRAMMYs https://t.co/Yipztxwxuu,['GRAMMYs'],Twitter for Android,False
ash ♡ ts (taylor’s version),mnl | tnx4 tx0,"since fearless era. sacred prayer, i was there. enchanted to meet you soon @taylorswift13. tiktok: ashlovestaylor",2014-02-23 09:58:24+00:00,3573,2684,13458,False,2021-11-24 02:23:11+00:00,@taylorswift13 @aaron_dessner always rooting for you in the #Grammys taylor!!,['Grammys'],Twitter Web App,False
avaree🐇 SAW HARRY,love on tour ❤︎,#HARRY: find your pleasing.. | she/her |,2021-10-17 04:22:43+00:00,58,376,4222,False,2021-11-24 02:23:09+00:00,okay PLS let olivia rodrigo and harry styles interact @ the #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
King Magestic Official,Jamaica,Hey I'm King Magestic! I'm a Jamaican artiste exploring the gifts and talents I have. Join me on my journey and let's grow and improve together.,2020-08-07 21:42:55+00:00,4,17,55,False,2021-11-24 02:23:02+00:00,#GRAMMYs #AMAs2021 #AMAs 2021 #American Music Awards 2021 #VoiceResults https://t.co/eQ1ZD87u21,"['GRAMMYs', 'AMAs2021', 'AMAs', 'American', 'VoiceResults']",Twitter for iPhone,False
শাহান | شاہان 🇧🇩🏳️‍🌈❄,"Hull, East Yorkshire, England",Film graduate. My bum is slowly becoming my personality. 🎬🎶📺🐝. He/They #BLM #TransRights #FreePalestine 🇧🇩🏳️‍🌈♈☭🔞 @NaomiWWE Activist.,2020-07-31 20:17:03+00:00,912,1091,11335,False,2021-11-24 02:22:48+00:00,"Vértigo by Pablo Alboran is gorgeous, he definitely deserves Best Latin Pop Album (although u havent heard any of the other albums nominated lmaooo) #Grammys",,Twitter for Android,False
snıɹɹɐᗡ♡,Ohio Native |HTX Living |,"come follow me to luxury, gold on the floors & all over me | an image consultant & c.e.o of @adorethemxo👨🏾‍💻🥂🤍|ig Darriusxo |sc|Darrius_xo",2012-09-19 15:21:42+00:00,1454,861,13897,False,2021-11-24 02:22:45+00:00,#GRAMMYs smh. that’s all that’s the tweet.,['GRAMMYs'],Twitter for iPhone,False
The Electrik Collective,"Washington, DC","The official Twitter account of The Electrik Collective. A ""band"" based, midranged, and trebled around Washington, DC USA. Pronouns: do/re/mi",2021-10-15 00:08:26+00:00,2,70,70,False,2021-11-24 02:22:29+00:00,"2/2 Not to mention the music video for ""Telepath,"" which should have had a nomination in that category. Anyone who sees it and remains unmoved has no soul.
#manchesterorchestra #telepath #GRAMMYs",,Twitter Web App,False
The Electrik Collective,"Washington, DC","The official Twitter account of The Electrik Collective. A ""band"" based, midranged, and trebled around Washington, DC USA. Pronouns: do/re/mi",2021-10-15 00:08:26+00:00,2,70,70,False,2021-11-24 02:22:29+00:00,"1/2 The fact that @ManchesterOrch got snubbed by the @RecordingAcad for this year's #GRAMMYs nomination proves how broken that system is. #themillionmasksofgod is a far better record than all this year's best rock album noms put together.
Fight me.
#manchesterorchestra",['GRAMMYs'],Twitter Web App,False
Christian Villareal,,"⭐️: Disney, Pixar, Marvel and STAR Fan / Disney and Disney+ APAC News & Updates 🇵🇭🇺🇸: Fil - American 🧸: @cvfunkocustoms",2010-09-30 10:46:15+00:00,519,2700,3426,False,2021-11-24 02:22:15+00:00,"@oliviarodrigo @RecordingAcad I’ll expect you win in all major categories, Olivia! #GRAMMYs",['GRAMMYs'],Twitter for Mac,False
Electro Wow,🌎🇺🇸🇬🇧🇦🇺🇨🇦🇸🇪🇧🇪🇺🇦,"Independent Music Blog  - Celebrating 14 Years Of Blogging 
👁🎵 Discover #NewMusic Every Day  

😎 ✉️ Submissions: info@electrowow.net —  #MusicMarketing",2017-05-27 02:03:23+00:00,3530,733,15495,False,2021-11-24 02:22:14+00:00,"@RecordingAcad @RealBlackCoffee @ILLENIUM @MAJORLAZER @marshmellomusic @SylvanEsso @officialtencity Of course, MAJOR LAZER. 🙂 @MAJORLAZER 
#GRAMMYs https://t.co/QD27m0UIUU",,Twitter Web App,False
Jasmin,East Coast ,@Techqueria Member ♥ | 🇲🇽 | ATL | Technical Marketing Engineer @ fortune500 company  | GHC ‘21 scholar @AnitaB_org | Interest in cybersecurity & cloud ☁️,2020-10-21 01:49:37+00:00,695,1459,1868,False,2021-11-24 02:22:08+00:00,"Has anyone tired Cybrary ? Thinking of getting it 😅

#100DaysOfCode #Python #CyberSecurity #javascript #Java #Linux #cloud #Metaverse #GRAMMYs #code #tech","['100DaysOfCode', 'Python', 'CyberSecurity', 'javascript', 'Java', 'Linux']",Twitter for iPhone,False
Leon ):) #BadBuddySeries 💗,"Melbourne, Victoria",EarthMix | OhmNanon | Taylor Swift | GOT7 | EXO | He / Him 🌈💙💛,2020-08-03 03:09:51+00:00,303,318,85014,False,2021-11-24 02:22:06+00:00,"I JUST WANT TAYLOR, OLIVIA AND DOJA CAT TO WIN AT THE #Grammys OKAYYY",['Grammys'],Twitter Web App,False
Ghost 🤍,Venezuela,22. Belieber since 2009 till the day I die.,2011-02-03 17:38:45+00:00,948,1260,2343,False,2021-11-24 02:21:57+00:00,"@chartdata Also, whytf Stay didn’t have SOTY nomination? It is stupid this situation #GRAMMYs #JustinBieber #MoreCountriesJusticeTourLATAM","['GRAMMYs', 'JustinBieber', 'MoreCountriesJusticeTourLATAM']",Twitter for iPhone,False
bri ❁,🇨🇦,she/her ♡ rhap & reality tv,2018-08-16 20:40:09+00:00,520,368,38853,False,2021-11-24 02:21:44+00:00,help 😭 #grammys https://t.co/Dso5tP5GGk,['grammys'],Twitter for iPhone,False
CULTURE GENIUS 🧠🎧,Chilling @ the crib,Spreading nothing but good music.,2021-03-03 14:42:52+00:00,126,329,547,False,2021-11-24 02:21:39+00:00,"""Hov and Yeezus, like Moses and Jesus..."" 

Jay-Z (83 - all genres, all artists) and Kanye West (75 - 5th most of all time) are the only rappers with more than 50 GRAMMY nominations. #GRAMMYs 

📊 by @HipHopNumbers https://t.co/OSOM0eojhd",,Twitter Web App,False
Jacinta (Taylor’s Version)🧣❤️,"Queensland, Australia",29✨Just a 90s girl who really loves Taylor Swift✨,2021-10-23 01:00:41+00:00,634,677,1212,False,2021-11-24 02:21:39+00:00,Evermore is a masterpiece! I love this album so much! I still can’t get over the day you gave us this on top of Folklore! We are so proud of you and love you so much! 🥂💛 #GRAMMYs https://t.co/SrAnd7MbyJ,,Twitter for iPhone,False
President Jeon Jungkook 👑,,JEON JUNGKOOK || Follow me on Lyka App: taekookuniverse 💎,2020-11-27 19:50:50+00:00,22,92,3181,False,2021-11-24 02:21:32+00:00,"BTS ALREADY WON

BTS DONT NEED #Grammys BUT GRAMMYS NEED BTS. Fucking #scammys using our boys for views https://t.co/QUqEyLIIAW","['Grammys', 'scammys']",Twitter for Android,False
Carlsberg_999,"New Delhi, India","जय श्री राम ।।
follow me 💯 % follow 🔙",2021-03-30 17:14:19+00:00,578,1167,450,False,2021-11-24 02:21:31+00:00,"#IndianArmy organised an interaction with environmental controllers The individuals were advised to play their role responsibly in counselling move on progressive path. #IndianArmyForAwaam  
 https://t.co/2Aa61CODHC #GRAMMYs #cryptocurrecy #الهلال_بوهانج #الزعيم_العالمي",['IndianArmy'],Twitter for Android,False
PhilSTAR L!fe,"Port Area, Manila","Everything you love, want, need.",2016-06-02 01:14:41+00:00,3727,44,7,True,2021-11-24 02:21:27+00:00,"Did your favorite artist make to this year’s #Grammys nominations?
https://t.co/QLTZsqOGwc",['Grammys'],Twitter for iPhone,False
𝕍𝔸𝕃𝔼ℕ 💎,CDMX,Integrante en la Familia México 🇲🇽❤,2020-07-25 23:42:50+00:00,54,85,78,False,2021-11-24 02:21:20+00:00,45. J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter Web App,False
Suga_pho,,Bts is life,2021-08-23 02:49:48+00:00,1,58,365,False,2021-11-24 02:21:14+00:00,@charts_k @BTS_twt #Grammys User,['Grammys'],Twitter for Android,False
Modes are not keys!,"New Hampshire, USA","Student Success 🏆| Crusader against academe | Reform(ing) Music Theorist |
He/him | BLM | Tweets/opinions my own | RT/like ≠ endorsement
Tweets 💣after 1 month",2019-11-07 21:45:16+00:00,647,532,17220,False,2021-11-24 02:21:08+00:00,"Also while on my #GRAMMYs rant, wtf with all the Doja Cat noms? I'm not a fan and I'm not sure I understand the appeal too. Nor am I particularly jazzed that she's propped up by predator Dr. Luke.

Also votes for H.E.R for AOTY = votes for Chris Br*wn 🤮🤮🤮🤮🤮",['GRAMMYs'],Twitter for Android,False
Jessica Quiroli ⚾🎬✍️🎙️,baseball & other worlds,"Writer: baseball, sports media, culture|MiLB✍️ before it was 🆒|screenwriter/TV/film/inclusive stories + kick-ass women|podcaster|heelsonthefield11@gmail.com",2009-07-18 19:17:14+00:00,7228,1029,9484,False,2021-11-24 02:21:04+00:00,"So excited for @iamyola  &amp; @outsidechild13. I want them both to win best Americana Album!🙂

#GRAMMYs",['GRAMMYs'],Twitter for Android,False
𝕍𝔸𝕃𝔼ℕ 💎,CDMX,Integrante en la Familia México 🇲🇽❤,2020-07-25 23:42:50+00:00,54,85,78,False,2021-11-24 02:21:01+00:00,44. J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter Web App,False
Dovey witch,,— you feel good? no? listen to dove,2021-01-06 02:02:11+00:00,56,56,1569,False,2021-11-24 02:20:53+00:00,Mood #GRAMMYs https://t.co/jJojpJgxaU,['GRAMMYs'],Twitter for Android,False
Daniel Chen,China,,2019-04-16 07:04:27+00:00,0,4,35,False,2021-11-24 02:20:42+00:00,"Lana is way too talented to be put in that list🚬
 #GRAMMYs",['GRAMMYs'],Twitter for iPhone,False
𝕍𝔸𝕃𝔼ℕ 💎,CDMX,Integrante en la Familia México 🇲🇽❤,2020-07-25 23:42:50+00:00,54,85,78,False,2021-11-24 02:20:42+00:00,43. J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter Web App,False
Lady Gucci ,,#HouseOfGucci #FilmTwitter,2018-06-30 09:24:54+00:00,1843,1339,15433,False,2021-11-24 02:20:42+00:00,Lady Gaga moving up and could potentially join Adele and Alicia Keys. #Grammys👀 https://t.co/HKNZ4wWe8W,['Grammys'],Twitter Web App,False
ellie,🇵🇭,stan account / as long as the music is good / multistan - main: taylor / lorde / gaga / dua / rina / ari / billie - he/him,2020-10-01 07:46:58+00:00,1347,1243,94596,False,2021-11-24 02:20:34+00:00,"Miss Lorde has no choice but to redeem herself in L4 after the reception of Solar Power, she just needs to do it #Grammys https://t.co/e1dMJt2UxE",,Twitter for iPhone,False
𝕍𝔸𝕃𝔼ℕ 💎,CDMX,Integrante en la Familia México 🇲🇽❤,2020-07-25 23:42:50+00:00,54,85,78,False,2021-11-24 02:20:21+00:00,42. J BALVIN AT THE #GRAMMYs,['GRAMMYs'],Twitter Web App,False
𝕍𝕀ℝ𝔾𝕆ᵛⁱʳᵍᵒ💖𝓈𝓅𝒾𝒸𝓎𝑷𝑰𝑺𝑪𝑬𝑺,Planet Earth,I'm a big fan of so many singers/musicians/artists for different reasons. 💖 ♡ Followed by : @ArianaGrande 18 Feb. 2014,2013-09-19 16:08:52+00:00,47,24,237,False,2021-11-24 02:20:12+00:00,You did it @oliviarodrigo! #Grammys 🤟🏻😚😘🤟🏻✨💖 https://t.co/YYSAymGYzo,['Grammys'],Twitter Web App,False
